sequence_id	label
phage_dsdna_NC_111488.1_f5000_0	1
phage_dsdna_NC_073174.1_f500_2	1
phage_dsdna_NC_111488.1_f500_1	1
phage_dsdna_NC_073056.1_f5000_0	1
phage_dsdna_NC_047701.1_f1000_0	1
phage_ino_NC_004306.1_f2000_1	1
phage_micro_NC_030476.1_f5000_0	1
phage_dsdna_NC_024375.1_f500_1	1
phage_dsdna_NC_011038.1_f1000_1	1
phage_dsdna_NC_073184.1_f3000_0	1
phage_dsdna_NC_024354.1_f3000_0	1
phage_dsdna_NC_015265.1_f1000_1	1
phage_dsdna_NC_022770.1_f500_0	1
phage_dsdna_NC_009817.1_f2000_1	1
phage_dsdna_NC_022323.1_f2000_1	1
phage_ino_NC_109830.1_f500_1	1
phage_micro_NC_026665.1_f500_2	1
phage_dsdna_NC_070827.1_f2000_1	1
phage_dsdna_NC_073214.1_f2000_1	1
phage_dsdna_NC_055771.1_f2000_0	1
phage_dsdna_NC_070876.1_f2000_1	1
phage_dsdna_NC_054663.1_f3000_0	1
phage_dsdna_NC_051700.1_f2000_1	1
phage_dsdna_NC_049840.1_f500_2	1
phage_dsdna_NC_021804.1_f1000_0	1
phage_dsdna_NC_041848.1_f3000_0	1
phage_dsdna_NC_031277.1_f2000_1	1
phage_dsdna_NC_048701.1_f5000_0	1
phage_dsdna_NC_054894.1_f1000_0	1
phage_dsdna_NC_028877.1_f1000_1	1
phage_dsdna_NC_021785.1_f500_1	1
phage_dsdna_NC_015281.1_f3000_0	1
phage_dsdna_NC_007636.1_f500_1	1
phage_dsdna_NC_028765.1_f2000_1	1
phage_dsdna_NC_070878.1_f2000_0	1
archvir_NC_028787.1_f5000_0	1
phage_dsdna_NC_073321.1_f5000_0	1
phage_dsdna_NC_048837.1_f500_0	1
phage_micro_NC_040374.1_f3000_0	1
phage_dsdna_NC_054716.1_f1000_0	1
phage_dsdna_NC_023583.1_f2000_0	1
phage_ino_NC_021569.1_f500_1	1
phage_ino_NC_002362.1_f1000_1	1
phage_dsdna_NC_071039.1_f2000_1	1
phage_dsdna_NC_021301.1_f5000_0	1
phage_dsdna_NC_094493.1_f500_2	1
phage_dsdna_NC_019927.1_f1000_0	1
phage_dsdna_NC_005354.1_f3000_0	1
phage_dsdna_NC_070820.1_f2000_1	1
phage_dsdna_NC_023605.1_f1000_1	1
phage_dsdna_NC_030941.1_f2000_0	1
phage_ino_NC_008575.1_f500_2	1
phage_dsdna_NC_047701.1_f500_2	1
phage_dsdna_NC_073686.1_f2000_1	1
phage_dsdna_NC_067217.1_f500_1	1
phage_micro_NC_007822.1_f2000_1	1
phage_dsdna_NC_028869.1_f5000_0	1
phage_ino_NC_026612.1_f500_2	1
phage_dsdna_NC_054721.1_f5000_0	1
phage_dsdna_NC_031912.1_f5000_0	1
phage_dsdna_NC_055824.1_f500_1	1
phage_ino_NC_026612.1_f1000_0	1
phage_dsdna_NC_047901.1_f2000_1	1
phage_dsdna_NC_028661.1_f500_1	1
phage_dsdna_NC_049384.1_f2000_1	1
phage_dsdna_NC_021321.1_f500_1	1
phage_dsdna_NC_041964.1_f500_0	1
phage_dsdna_NC_047767.1_f3000_0	1
phage_dsdna_NC_073215.1_f2000_1	1
phage_micro_NC_030458.1_f3000_0	1
phage_dsdna_NC_007021.1_f2000_1	1
phage_micro_NC_001330.1_f3000_0	1
phage_ino_NC_026582.1_f500_0	1
phage_ino_NC_075030.1_f500_2	1
phage_dsdna_NC_008208.1_f2000_1	1
phage_dsdna_NC_048821.1_f1000_1	1
phage_dsdna_NC_070873.1_f1000_0	1
phage_dsdna_NC_055759.1_f1000_1	1
phage_dsdna_NC_070979.1_f1000_0	1
phage_dsdna_NC_070839.1_f2000_0	1
phage_dsdna_NC_054661.1_f2000_0	1
phage_dsdna_NC_029073.1_f2000_1	1
phage_dsdna_NC_048755.1_f1000_1	1
phage_dsdna_NC_020200.1_f2000_1	1
phage_dsdna_NC_055755.1_f500_2	1
phage_dsdna_NC_079179.1_f1000_1	1
phage_dsdna_NC_105618.1_f500_0	1
phage_dsdna_NC_023565.1_f500_0	1
phage_dsdna_NC_016766.1_f2000_1	1
phage_dsdna_NC_049936.1_f5000_0	1
phage_dsdna_NC_012741.1_f2000_0	1
phage_dsdna_NC_047885.1_f2000_1	1
phage_dsdna_NC_031941.1_f500_2	1
phage_dsdna_NC_049381.1_f2000_0	1
phage_dsdna_NC_020079.1_f3000_0	1
phage_micro_NC_001998.1_f1000_0	1
phage_micro_NC_027642.1_f2000_1	1
phage_dsdna_NC_047885.1_f1000_0	1
phage_dsdna_NC_070965.1_f5000_0	1
phage_dsdna_NC_020845.1_f3000_0	1
archvir_NC_013588.1_f3000_0	1
phage_dsdna_NC_021804.1_f1000_1	1
phage_dsdna_NC_048690.1_f5000_0	1
phage_dsdna_NC_049855.1_f500_0	1
phage_dsdna_NC_047974.1_f1000_0	1
phage_dsdna_NC_016563.1_f2000_1	1
phage_dsdna_NC_048823.1_f500_0	1
phage_dsdna_NC_018283.1_f1000_0	1
phage_ino_NC_004306.1_f500_1	1
phage_dsdna_NC_055740.1_f500_2	1
phage_dsdna_NC_024209.1_f2000_1	1
phage_micro_NC_027647.1_f1000_0	1
phage_dsdna_NC_011344.1_f2000_0	1
phage_dsdna_NC_026599.1_f2000_0	1
phage_dsdna_NC_047749.1_f5000_0	1
phage_dsdna_NC_051720.1_f500_0	1
phage_dsdna_NC_054147.1_f500_1	1
phage_dsdna_NC_020858.2_f1000_1	1
phage_micro_NC_007825.1_f3000_0	1
phage_dsdna_NC_028968.1_f1000_1	1
phage_ino_NC_002363.1_f500_2	1
phage_dsdna_NC_009737.2_f1000_0	1
phage_dsdna_NC_070776.1_f2000_0	1
phage_dsdna_NC_055005.1_f1000_1	1
phage_dsdna_NC_041941.1_f500_0	1
phage_dsdna_NC_048641.1_f3000_0	1
phage_dsdna_NC_048724.1_f500_2	1
phage_dsdna_NC_027119.1_f1000_0	1
phage_dsdna_NC_041949.1_f3000_0	1
phage_dsdna_NC_048198.1_f1000_1	1
phage_dsdna_NC_028746.1_f500_2	1
phage_dsdna_NC_022979.1_f2000_1	1
phage_dsdna_NC_055006.1_f500_0	1
phage_dsdna_NC_031014.1_f5000_0	1
archvir_NC_007409.1_f2000_1	1
phage_dsdna_NC_021301.1_f2000_1	1
phage_dsdna_NC_070799.1_f500_2	1
phage_dsdna_NC_073033.1_f2000_0	1
phage_micro_NC_027646.1_f1000_1	1
phage_dsdna_NC_030911.1_f500_1	1
phage_micro_NC_027640.1_f2000_0	1
phage_dsdna_NC_028800.1_f2000_1	1
phage_dsdna_NC_049808.1_f2000_1	1
phage_dsdna_NC_031933.1_f500_0	1
phage_dsdna_NC_022968.1_f5000_0	1
phage_dsdna_NC_028746.1_f5000_0	1
phage_dsdna_NC_008208.1_f500_1	1
phage_ino_NC_025824.1_f500_0	1
phage_dsdna_NC_051721.1_f1000_0	1
phage_micro_NC_027642.1_f500_1	1
phage_dsdna_NC_010105.1_f3000_0	1
phage_dsdna_NC_073212.1_f2000_1	1
phage_dsdna_NC_048064.1_f1000_0	1
phage_micro_NC_001730.1_f2000_0	1
phage_dsdna_NC_029059.1_f1000_1	1
phage_dsdna_NC_079185.1_f500_1	1
phage_dsdna_NC_070956.1_f500_2	1
phage_dsdna_NC_071041.1_f3000_0	1
phage_micro_NC_007818.1_f3000_0	1
phage_ino_NC_005949.1_f3000_0	1
phage_micro_NC_007820.1_f2000_0	1
phage_dsdna_NC_027358.1_f2000_0	1
phage_dsdna_NC_021301.1_f1000_1	1
phage_micro_NC_007817.1_f1000_0	1
phage_dsdna_NC_048871.1_f2000_0	1
phage_dsdna_NC_073049.1_f500_1	1
phage_dsdna_NC_071083.1_f2000_1	1
phage_dsdna_NC_031114.1_f3000_0	1
phage_dsdna_NC_011021.1_f500_2	1
phage_dsdna_NC_023566.1_f500_2	1
phage_dsdna_NC_027118.1_f1000_1	1
archvir_NC_011217.1_f3000_0	1
phage_dsdna_NC_055765.1_f500_2	1
phage_dsdna_NC_042321.1_f500_0	1
phage_dsdna_NC_042078.1_f500_1	1
phage_dsdna_NC_070693.1_f500_0	1
phage_dsdna_NC_008201.1_f500_1	1
phage_dsdna_NC_015456.1_f2000_0	1
phage_dsdna_NC_049504.1_f3000_0	1
phage_dsdna_NC_016652.1_f1000_0	1
phage_dsdna_NC_070954.1_f500_2	1
phage_dsdna_NC_029097.1_f3000_0	1
phage_dsdna_NC_021539.2_f5000_0	1
phage_micro_NC_027637.1_f500_2	1
phage_micro_NC_027648.1_f500_0	1
phage_dsdna_NC_008515.1_f1000_1	1
phage_dsdna_NC_073037.1_f2000_1	1
phage_dsdna_NC_054650.1_f5000_0	1
phage_micro_NC_030476.1_f1000_0	1
phage_dsdna_NC_028681.1_f3000_0	1
phage_ino_NC_005948.1_f3000_0	1
phage_dsdna_NC_028681.1_f500_0	1
phage_dsdna_NC_012741.1_f500_0	1
phage_dsdna_NC_054957.1_f1000_0	1
phage_dsdna_NC_041958.1_f3000_0	1
phage_dsdna_NC_055782.1_f500_0	1
archvir_NC_029314.1_f2000_1	1
phage_dsdna_NC_071057.1_f2000_1	1
phage_dsdna_NC_048171.1_f5000_0	1
phage_dsdna_NC_047734.1_f3000_0	1
phage_dsdna_NC_028687.1_f1000_1	1
phage_dsdna_NC_014467.1_f5000_0	1
phage_dsdna_NC_016766.1_f1000_1	1
phage_dsdna_NC_055837.1_f1000_0	1
phage_dsdna_NC_022750.1_f2000_0	1
phage_dsdna_NC_047782.1_f1000_1	1
phage_dsdna_NC_027994.1_f5000_0	1
phage_dsdna_NC_028897.1_f1000_1	1
phage_dsdna_NC_073036.1_f2000_0	1
phage_dsdna_NC_055878.1_f1000_0	1
phage_dsdna_NC_042050.1_f2000_0	1
phage_dsdna_NC_030934.1_f1000_0	1
phage_dsdna_NC_069156.1_f500_0	1
phage_dsdna_NC_070954.1_f2000_0	1
phage_dsdna_NC_069745.1_f500_0	1
phage_micro_NC_007823.1_f500_0	1
phage_dsdna_NC_019722.1_f3000_0	1
phage_dsdna_NC_030911.1_f5000_0	1
phage_dsdna_NC_049809.1_f500_2	1
phage_dsdna_NC_105135.1_f2000_0	1
phage_dsdna_NC_070827.1_f2000_0	1
phage_dsdna_NC_073037.1_f1000_0	1
phage_dsdna_NC_007021.1_f500_0	1
phage_micro_NC_007824.1_f2000_1	1
phage_dsdna_NC_101820.1_f1000_1	1
phage_micro_NC_040342.1_f1000_0	1
phage_dsdna_NC_014467.1_f500_2	1
phage_dsdna_NC_070839.1_f3000_0	1
phage_dsdna_NC_047901.1_f5000_0	1
phage_dsdna_NC_047805.1_f500_2	1
phage_dsdna_NC_047727.1_f5000_0	1
phage_dsdna_NC_070873.1_f500_1	1
phage_dsdna_NC_027351.1_f1000_1	1
phage_dsdna_NC_048039.1_f1000_0	1
phage_dsdna_NC_048781.1_f500_0	1
phage_dsdna_NC_022773.1_f2000_1	1
phage_ino_NC_073758.1_f1000_0	1
phage_dsdna_NC_048794.1_f1000_0	1
phage_dsdna_NC_028877.1_f1000_0	1
phage_dsdna_NC_002166.1_f500_0	1
phage_dsdna_NC_048834.1_f500_2	1
phage_dsdna_NC_031912.1_f500_2	1
phage_dsdna_NC_022974.1_f1000_0	1
phage_dsdna_NC_018282.1_f500_2	1
phage_dsdna_NC_031239.1_f2000_0	1
phage_micro_NC_001730.1_f500_2	1
phage_dsdna_NC_021861.1_f2000_1	1
phage_micro_NC_027639.1_f500_1	1
phage_micro_NC_002194.1_f1000_1	1
phage_dsdna_NC_047789.1_f5000_0	1
phage_dsdna_NC_054715.1_f500_2	1
phage_dsdna_NC_019927.1_f2000_0	1
phage_dsdna_NC_079185.1_f2000_0	1
phage_micro_NC_015785.1_f5000_0	1
phage_dsdna_NC_019410.1_f1000_0	1
phage_micro_NC_030458.1_f1000_1	1
phage_dsdna_NC_048668.1_f500_1	1
phage_dsdna_NC_047805.1_f1000_1	1
phage_dsdna_NC_048790.1_f500_0	1
phage_dsdna_NC_027119.1_f500_0	1
phage_dsdna_NC_130053.1_f500_2	1
phage_dsdna_NC_054431.1_f3000_0	1
phage_dsdna_NC_031934.1_f2000_0	1
phage_dsdna_NC_073590.1_f500_0	1
phage_dsdna_NC_028997.1_f1000_1	1
phage_dsdna_NC_071041.1_f1000_0	1
phage_dsdna_NC_028897.1_f2000_0	1
phage_dsdna_NC_105619.1_f2000_0	1
archvir_NC_003214.2_f2000_0	1
phage_ino_NC_001396.1_f500_1	1
phage_dsdna_NC_025440.1_f500_0	1
phage_dsdna_NC_028897.1_f2000_1	1
phage_dsdna_NC_021298.1_f500_2	1
phage_dsdna_NC_041945.1_f1000_0	1
phage_dsdna_NC_070817.1_f5000_0	1
phage_dsdna_NC_073056.1_f500_1	1
phage_dsdna_NC_070926.1_f500_1	1
phage_dsdna_NC_073682.1_f500_0	1
phage_dsdna_NC_073336.1_f2000_1	1
phage_dsdna_NC_022744.1_f1000_1	1
phage_dsdna_NC_051651.1_f500_2	1
phage_dsdna_NC_048817.1_f1000_1	1
phage_dsdna_NC_021798.1_f500_1	1
phage_dsdna_NC_047910.1_f5000_0	1
phage_dsdna_NC_019726.1_f500_2	1
phage_dsdna_NC_048673.1_f5000_0	1
phage_dsdna_NC_055771.1_f3000_0	1
phage_dsdna_NC_027337.1_f500_0	1
phage_dsdna_NC_054774.1_f500_0	1
phage_dsdna_NC_047957.1_f500_0	1
phage_micro_NC_048874.1_f2000_1	1
phage_dsdna_NC_047974.1_f1000_1	1
phage_dsdna_NC_048628.1_f2000_1	1
phage_dsdna_NC_031114.1_f2000_1	1
phage_dsdna_NC_051706.1_f5000_0	1
phage_dsdna_NC_054894.1_f500_1	1
phage_dsdna_NC_028954.1_f500_1	1
phage_dsdna_NC_101820.1_f500_1	1
phage_dsdna_NC_019410.1_f500_0	1
phage_micro_NC_001422.1_f1000_0	1
phage_dsdna_NC_047806.1_f500_0	1
phage_dsdna_NC_004586.1_f1000_0	1
phage_dsdna_NC_005354.1_f2000_0	1
phage_micro_NC_040350.1_f1000_1	1
phage_dsdna_NC_048837.1_f2000_0	1
phage_dsdna_NC_022756.1_f2000_0	1
phage_dsdna_NC_019487.1_f1000_1	1
phage_dsdna_NC_048662.1_f1000_1	1
phage_dsdna_NC_005069.1_f5000_0	1
archvir_NC_013588.1_f2000_1	1
phage_dsdna_NC_111488.1_f1000_0	1
phage_dsdna_NC_031935.1_f500_2	1
phage_dsdna_NC_049442.1_f500_1	1
phage_micro_NC_030472.1_f500_1	1
phage_dsdna_NC_070820.1_f500_0	1
phage_micro_NC_015785.1_f2000_0	1
phage_micro_NC_001730.1_f500_1	1
phage_ino_NC_073759.1_f2000_1	1
phage_dsdna_NC_003315.1_f1000_1	1
phage_dsdna_NC_018278.1_f3000_0	1
phage_dsdna_NC_052652.1_f500_2	1
phage_dsdna_NC_004586.1_f5000_0	1
phage_dsdna_NC_006949.1_f2000_1	1
phage_dsdna_NC_022064.1_f500_0	1
phage_dsdna_NC_048064.1_f2000_0	1
phage_dsdna_NC_047979.1_f2000_0	1
phage_dsdna_NC_055905.1_f1000_1	1
phage_dsdna_NC_049840.1_f3000_0	1
phage_dsdna_NC_021785.1_f3000_0	1
phage_dsdna_NC_030949.1_f2000_1	1
phage_dsdna_NC_042341.1_f500_1	1
phage_dsdna_NC_071083.1_f1000_0	1
phage_dsdna_NC_004689.1_f2000_1	1
phage_dsdna_NC_023557.1_f3000_0	1
phage_dsdna_NC_073170.1_f3000_0	1
phage_dsdna_NC_018856.1_f500_2	1
phage_dsdna_NC_008201.1_f1000_1	1
archvir_NC_005892.1_f1000_0	1
phage_dsdna_NC_047777.1_f2000_1	1
phage_dsdna_NC_020858.2_f5000_0	1
phage_ino_NC_103785.1_f2000_1	1
phage_dsdna_NC_070926.1_f500_0	1
phage_dsdna_NC_049354.1_f500_1	1
phage_dsdna_NC_011045.1_f500_1	1
phage_dsdna_NC_054718.1_f5000_0	1
phage_dsdna_NC_042131.1_f500_1	1
phage_dsdna_NC_073061.1_f1000_1	1
phage_dsdna_NC_023711.1_f1000_0	1
phage_dsdna_NC_042051.1_f3000_0	1
phage_dsdna_NC_070914.1_f5000_0	1
phage_dsdna_NC_031058.1_f5000_0	1
phage_dsdna_NC_071026.1_f2000_0	1
phage_dsdna_NC_030912.1_f3000_0	1
phage_dsdna_NC_070820.1_f2000_0	1
phage_dsdna_NC_023703.1_f5000_0	1
phage_dsdna_NC_021556.1_f2000_1	1
phage_dsdna_NC_022757.1_f500_0	1
phage_dsdna_NC_031934.1_f500_0	1
phage_dsdna_NC_079185.1_f3000_0	1
phage_dsdna_NC_055771.1_f500_2	1
phage_dsdna_NC_028750.1_f1000_1	1
phage_dsdna_NC_004313.1_f500_2	1
phage_dsdna_NC_051651.1_f3000_0	1
phage_dsdna_NC_009936.1_f500_2	1
phage_dsdna_NC_018838.1_f1000_1	1
phage_dsdna_NC_027118.1_f3000_0	1
phage_dsdna_NC_028681.1_f2000_1	1
archvir_NC_013588.1_f500_2	1
phage_dsdna_NC_031933.1_f2000_1	1
phage_dsdna_NC_048018.1_f2000_1	1
phage_dsdna_NC_049936.1_f500_2	1
phage_dsdna_NC_019496.1_f500_0	1
phage_dsdna_NC_024206.1_f1000_1	1
phage_dsdna_NC_070844.1_f3000_0	1
phage_dsdna_NC_048668.1_f500_0	1
phage_dsdna_NC_079188.1_f500_0	1
phage_dsdna_NC_052652.1_f500_1	1
phage_dsdna_NC_047782.1_f500_0	1
phage_dsdna_NC_054147.1_f2000_1	1
phage_dsdna_NC_028850.1_f500_2	1
phage_dsdna_NC_073095.1_f500_0	1
phage_dsdna_NC_047767.1_f500_2	1
phage_dsdna_NC_049808.1_f500_0	1
archvir_NC_074654.1_f1000_0	1
phage_dsdna_NC_019927.1_f5000_0	1
phage_dsdna_NC_028838.1_f500_1	1
phage_dsdna_NC_070965.1_f500_2	1
phage_dsdna_NC_011344.1_f500_0	1
phage_dsdna_NC_026593.1_f1000_0	1
phage_dsdna_NC_054814.1_f3000_0	1
phage_dsdna_NC_051580.1_f3000_0	1
phage_dsdna_NC_042321.1_f1000_1	1
phage_dsdna_NC_041955.1_f500_0	1
phage_dsdna_NC_030912.1_f5000_0	1
phage_dsdna_NC_004313.1_f500_0	1
phage_dsdna_NC_054425.1_f1000_1	1
phage_dsdna_NC_041881.1_f500_2	1
phage_dsdna_NC_055740.1_f1000_0	1
phage_dsdna_NC_048835.1_f500_1	1
phage_dsdna_NC_048645.1_f500_1	1
phage_dsdna_NC_026595.1_f3000_0	1
phage_dsdna_NC_028687.1_f2000_0	1
phage_dsdna_NC_055797.1_f3000_0	1
phage_dsdna_NC_047724.1_f2000_1	1
phage_dsdna_NC_031254.1_f500_0	1
phage_dsdna_NC_047910.1_f2000_0	1
phage_dsdna_NC_021785.1_f2000_0	1
phage_dsdna_NC_048718.1_f500_2	1
phage_dsdna_NC_054957.1_f1000_1	1
phage_dsdna_NC_022750.1_f500_1	1
phage_dsdna_NC_023724.1_f2000_0	1
phage_dsdna_NC_048006.1_f2000_0	1
phage_dsdna_NC_031900.1_f5000_0	1
phage_dsdna_NC_048871.1_f500_1	1
archvir_NC_007409.1_f1000_1	1
phage_dsdna_NC_022770.1_f3000_0	1
phage_dsdna_NC_051711.1_f3000_0	1
phage_dsdna_NC_023745.1_f500_0	1
phage_dsdna_NC_070878.1_f1000_0	1
phage_dsdna_NC_055006.1_f500_2	1
phage_dsdna_NC_067217.1_f500_2	1
phage_dsdna_NC_051724.1_f500_1	1
phage_dsdna_NC_054461.1_f3000_0	1
phage_dsdna_NC_048690.1_f3000_0	1
phage_dsdna_NC_008583.1_f500_1	1
phage_dsdna_NC_055900.1_f1000_0	1
phage_dsdna_NC_062760.1_f500_2	1
phage_dsdna_NC_048117.1_f500_1	1
phage_dsdna_NC_031900.1_f500_0	1
phage_dsdna_NC_079185.1_f500_2	1
phage_micro_NC_012868.1_f2000_1	1
phage_dsdna_NC_070839.1_f500_1	1
phage_micro_NC_001730.1_f1000_0	1
phage_dsdna_NC_054799.1_f1000_1	1
phage_micro_NC_040341.1_f500_2	1
phage_dsdna_NC_067217.1_f2000_1	1
phage_ino_NC_109830.1_f5000_0	1
phage_dsdna_NC_031277.1_f2000_0	1
phage_dsdna_NC_028968.1_f2000_0	1
phage_dsdna_NC_047834.1_f3000_0	1
archvir_NC_029011.1_f1000_1	1
phage_dsdna_NC_023731.1_f5000_0	1
phage_ino_NC_015586.1_f3000_0	1
phage_micro_NC_027641.1_f2000_0	1
phage_dsdna_NC_016652.1_f2000_1	1
phage_micro_NC_001330.1_f500_2	1
phage_micro_NC_030472.1_f3000_0	1
phage_micro_NC_040375.1_f5000_0	1
phage_dsdna_NC_054783.1_f2000_0	1
phage_dsdna_NC_041930.1_f3000_0	1
phage_dsdna_NC_030912.1_f1000_0	1
phage_dsdna_NC_018857.1_f2000_0	1
